movie_modified,genres,gross,budget,net_profit,title_year,imdb_score,image_url,dominant_colors_array,dominant_color
"Sex, Lies, and Videotape",Drama,,1200000,-1200000,1989,7.2,https://m.media-amazon.com/images/M/MV5BNDllYWVkOTQtZjRlMC00NWFjLWI0OGEtOWY4YzU4ZjMxYzg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#4b86b5', 0.27868374384236455], ['#e8c050', 0.4390975369458128], ['#34212e', 0.2822187192118227]]",#e8c050
Super Troopers,Comedy|Crime|Mystery,,1200000,-1200000,2001,7.1,https://m.media-amazon.com/images/M/MV5BYzAyOTZjZDItZjNiYy00YTA3LWEyYWMtZTA0NmUzYjZhNjg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#a78c6c', 0.2536888994948892], ['#40404b', 0.38898500576701267], ['#b6c1d8', 0.35732609473809807]]",#40404b
You Can Count on Me,Drama,,1200000,-1200000,2000,7.6,https://m.media-amazon.com/images/M/MV5BZTNmZGNkODUtZWZhMi00NGMwLWEzZWMtNTEzNzU3ZmUxNWZmXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,"[['#ead9b6', 0.8058567567567567], ['#202434', 0.06873513513513514], ['#a9957e', 0.1254081081081081]]",#ead9b6
The Trouble with Harry,Comedy|Mystery,,1200000,-1200000,1955,7.1,https://m.media-amazon.com/images/M/MV5BNjlkYmE2YzYtYzIzMC00ODFhLTljNjYtZjA4YWY2ZGM5NTYwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,"[['#c69453', 0.19643654037692895], ['#f8f4ea', 0.44146110629637775], ['#49391f', 0.3621023533266933]]",#f8f4ea
"The Good, the Bad and the Ugly",Western,,1200000,-1200000,1966,8.8,https://m.media-amazon.com/images/M/MV5BOTQ5NDI3MTI4MF5BMl5BanBnXkFtZTgwNDQ4ODE5MDE@._V1_.jpg,"[['#f1f0ee', 0.6272793724423363], ['#b35473', 0.21757652646019346], ['#28131c', 0.15514410109747023]]",#f1f0ee
Reservoir Dogs,Crime|Drama|Thriller,,1200000,-1200000,1992,8.3,https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#da1512', 0.08691730593455788], ['#0c0704', 0.4398836798904371], ['#c29269', 0.47319901417500504]]",#c29269
Home Run,Drama|Sport,,1200000,-1200000,2013,6,https://m.media-amazon.com/images/M/MV5BNDAzODgwNDY0Nl5BMl5BanBnXkFtZTcwNDQ3NjAxOQ@@._V1_.jpg,"[['#cdd3c8', 0.16221506358225107], ['#101516', 0.6234657540809885], ['#6c5f4a', 0.21431918233676045]]",#101516
Blue Like Jazz,Comedy|Drama,,1200000,-1200000,2012,5.9,https://m.media-amazon.com/images/M/MV5BMjEyNjAxNDMyMF5BMl5BanBnXkFtZTcwODI4ODE0Nw@@._V1_.jpg,"[['#2c7b98', 0.14510339339227316], ['#cee8ed', 0.45666629362977335], ['#57c0cf', 0.3982303129779535]]",#cee8ed
Down and Out with the Dolls,Comedy|Music,,1200000,-1200000,2001,6,https://m.media-amazon.com/images/M/MV5BMTQ1Mjc3ODI4M15BMl5BanBnXkFtZTcwMzg0MTQyMQ@@._V1_.jpg,"[['#e6edf0', 0.606207358674464], ['#502a2c', 0.15332602339181287], ['#aea19d', 0.2404666179337232]]",#e6edf0
"Pink Ribbons, Inc.",Documentary,,1200000,-1200000,2011,7.3,https://m.media-amazon.com/images/M/MV5BMTU4ODg1OTAwN15BMl5BanBnXkFtZTcwMTE5Mjk0Ng@@._V1_.jpg,"[['#d87ca1', 0.19236898625429552], ['#efe1ef', 0.7565861254295533], ['#715e68', 0.051044888316151206]]",#efe1ef
Certifiably Jonathan,Comedy|Documentary,,1200000,-1200000,2007,6.1,https://m.media-amazon.com/images/M/MV5BNjIyNjI4NTIyOF5BMl5BanBnXkFtZTcwMTM5NTI1NQ@@._V1_.jpg,"[['#f1e8dd', 0.22267150257808235], ['#612d13', 0.36447688057676836], ['#ca8d4e', 0.4128516168451493]]",#ca8d4e
The Charge of the Light Brigade,Action|Adventure|Romance,,1200000,-1200000,1936,7.1,https://m.media-amazon.com/images/M/MV5BNmUzYjNjZDQtMjNmZS00OGZmLTg2NzgtMjkyYTZkMmFlYTczXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_.jpg,"[['#d28447', 0.2683405671296296], ['#e4e3d6', 0.5132161458333333], ['#213050', 0.21844328703703703]]",#e4e3d6
Below Zero,Thriller,,1200000,-1200000,2011,4.4,https://m.media-amazon.com/images/M/MV5BMTkzMjQwNjQ0MV5BMl5BanBnXkFtZTcwMDc1MTEzOA@@._V1_.jpg,"[['#63584a', 0.2759184807537309], ['#c5b9a8', 0.14799525265481267], ['#1f1a18', 0.5760862665914565]]",#1f1a18
Crowsnest,Horror|Mystery|Thriller,,1200000,-1200000,2012,3.9,https://m.media-amazon.com/images/M/MV5BMTY1ODU0NzkwNl5BMl5BanBnXkFtZTgwNTY1NjA2MDE@._V1_.jpg,"[['#180d06', 0.85608], ['#e9ca9e', 0.045488], ['#723e1f', 0.098432]]",#180d06
Cotton Comes to Harlem,Action|Comedy,,1200000,-1200000,1970,6.5,https://m.media-amazon.com/images/M/MV5BZDFkNWUwYzEtNDM3ZS00NjAyLWFjZjgtYWRjZmJmNzZjNzJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,"[['#e8e9e7', 0.6218301205845748], ['#2d2921', 0.16984305297061053], ['#c0a255', 0.2083268264448147]]",#e8e9e7
Bleeding Hearts,Horror,,1200000,-1200000,2015,3.4,https://m.media-amazon.com/images/M/MV5BMjExODM2MDMxOF5BMl5BanBnXkFtZTgwMzA2NjM4MzE@._V1_.jpg,"[['#1b0e0f', 0.6489632848784305], ['#c7cbcd', 0.1016894943880637], ['#76474a', 0.24934722073350588]]",#1b0e0f
The Wicked Within,Horror,,1200000,-1200000,2015,4.5,https://m.media-amazon.com/images/M/MV5BMTUwNzQ4NDU5NV5BMl5BanBnXkFtZTgwMDk4MDExMDE@._V1_.jpg,"[['#d7d5d2', 0.7588395426615852], ['#2a2929', 0.13594669570402634], ['#7f7d7b', 0.10521376163438853]]",#d7d5d2
The Woman Chaser,Comedy,,1200000,-1200000,1999,7.1,https://m.media-amazon.com/images/M/MV5BMTQxNjI5MjY1MV5BMl5BanBnXkFtZTYwNTcwMzg5._V1_.jpg,"[['#2e3043', 0.6532859078590786], ['#bfd34b', 0.2630561201445348], ['#f2f1e4', 0.08365797199638662]]",#2e3043
The Prisoner of Zenda,Adventure|Drama|Romance,,1250000,-1250000,1937,7.7,https://m.media-amazon.com/images/M/MV5BODA1YjlmZmEtNWI3MC00ZDQ3LTgxODAtZWQ3NmYyOGYzNzI0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg,"[['#f1dab9', 0.6011395271395271], ['#bd7949', 0.19393606393606394], ['#301f1d', 0.2049244089244089]]",#f1dab9
The Walking Deceased,Comedy|Horror,,1250000,-1250000,2015,3.5,https://m.media-amazon.com/images/M/MV5BMTQ5NTE5OTI2MV5BMl5BanBnXkFtZTgwNzc1NzY1NDE@._V1_.jpg,"[['#231d10', 0.3706933333333333], ['#e1dbcc', 0.3878026666666667], ['#907e5f', 0.241504]]",#e1dbcc
The Ballad of Gregorio Cortez,Western,,1250000,-1250000,1982,7,https://m.media-amazon.com/images/M/MV5BZDlhNTNjNWYtODA3NC00MDU1LWFhMTYtZGU0NTJmM2I4ODYyXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_.jpg,"[['#2a0403', 0.6677465648854962], ['#d7be9d', 0.1755236641221374], ['#f1edea', 0.1567297709923664]]",#2a0403
Friday the 13th Part 2,Horror|Mystery|Thriller,,1250000,-1250000,1981,6.1,https://m.media-amazon.com/images/M/MV5BYTZmMjk1ZjAtZjg0Yy00MWIyLWI5NmYtMThlYmU3NTc2NzdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#010101', 0.8454095453393877], ['#eaeae9', 0.11299086001598035], ['#7f423b', 0.04159959464463196]]",#010101
The Lost Weekend,Drama|Film-Noir,,1250000,-1250000,1945,8,https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_.jpg,"[['#bc7e5f', 0.17925721865115804], ['#2c3b43', 0.2920297248580077], ['#ecede2', 0.5287130564908342]]",#ecede2
Niagara,Film-Noir|Thriller,,1250000,-1250000,1953,7.1,https://m.media-amazon.com/images/M/MV5BMDBhNWE4Y2UtMTA5Mi00YzYyLTliMWMtMjc3OGU0ZWFiMGVhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,"[['#efede6', 0.42636023152877084], ['#292c40', 0.3492114402451481], ['#a49d90', 0.22442832822608103]]",#efede6
C.H.U.D.,Horror|Sci-Fi,,1250000,-1250000,1984,5.6,https://m.media-amazon.com/images/M/MV5BNzVlODkxY2YtNTliMC00MmQwLTkzNmQtYzM5ZGNiZDlmNTU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#7b677b', 0.2248203249957262], ['#f3f2ec', 0.3110104655274565], ['#31222c', 0.4641692094768173]]",#31222c
How Green Was My Valley,Drama|Family,,1250000,-1250000,1941,7.8,https://m.media-amazon.com/images/M/MV5BMjE1YWRmMWEtYTQ0Yy00NGEwLWFmNzAtZDkwOWNjMzkwYzJmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,"[['#b7a02c', 0.43050810810810813], ['#edefdd', 0.2824648648648649], ['#404e25', 0.28702702702702704]]",#b7a02c
Bucky and the Squirrels,Comedy,,1275000,-1275000,2015,4.2,https://m.media-amazon.com/images/M/MV5BYTdkNTQzYjYtMDgzNy00NDA4LThhODgtZGY4Njc0MWU0MTg2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg,"[['#e95c44', 0.3210613333333333], ['#0e090b', 0.5117706666666667], ['#6ac9ee', 0.167168]]",#0e090b
Prison,Crime|Drama|Horror,,1300000,-1300000,1987,5.8,https://m.media-amazon.com/images/M/MV5BMTk1MDRiZjktNGExOS00ZTg0LWE3MzMtMDZhOWJmZDlmYzFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#0b162e', 0.42078125], ['#a7b8cc', 0.2118634259259259], ['#1c568a', 0.36735532407407406]]",#0b162e
Caramel,Comedy|Drama|Romance,,1300000,-1300000,2007,7.1,https://m.media-amazon.com/images/M/MV5BMDM4OGM4YzktNGI5MS00YTQ5LTlkZTMtNjA1ODA2NjkwMDMxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"[['#d98a2a', 0.37364973262032086], ['#83300b', 0.3357664884135472], ['#f8dd9b', 0.2905837789661319]]",#d98a2a
Trees Lounge,Comedy|Drama,,1300000,-1300000,1996,7.2,https://m.media-amazon.com/images/M/MV5BYmM2OTQwOTktYTQyYi00NTY1LWJmOGUtZWE0N2QwZWQ3YWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_.jpg,"[['#19181b', 0.8316245835173217], ['#c7b5a7', 0.05693067319657982], ['#805f52', 0.1114447432860985]]",#19181b
The Celebration,Drama,,1300000,-1300000,1998,8.1,https://m.media-amazon.com/images/M/MV5BODY0NWJiZjgtMTJjNi00YjQ1LTgzNWMtNmY3NTkyOTE4ZWUxXkEyXkFqcGdeQXVyNDEzMTI3MTU@._V1_.jpg,"[['#f9f8f9', 0.7311781805925661], ['#221818', 0.18694374519448512], ['#a79493', 0.08187807421294882]]",#f9f8f9
The Basket,Drama,,1300000,-1300000,1999,6.5,https://m.media-amazon.com/images/M/MV5BMjA3OTE4MzY2Ml5BMl5BanBnXkFtZTcwMDUwNTEyMQ@@._V1_.jpg,"[['#caa79a', 0.41625552430695056], ['#764e48', 0.38044194455604663], ['#0c0707', 0.2033025311370028]]",#caa79a
The Amazing Catfish,Comedy|Drama,,1300000,-1300000,2013,7,https://m.media-amazon.com/images/M/MV5BMzUwMTA5OTk3N15BMl5BanBnXkFtZTgwMjU4MDA3MTE@._V1_.jpg,"[['#5892f5', 0.3964488702539017], ['#382d23', 0.29704518984393197], ['#c9cba7', 0.3065059399021663]]",#5892f5
Forget Me Not,Horror|Romance|Thriller,,1300000,-1300000,2009,5.2,https://m.media-amazon.com/images/M/MV5BMTU2NDAwNjc2Ml5BMl5BanBnXkFtZTcwNDU0ODk1Mg@@._V1_.jpg,"[['#473125', 0.2529898966085827], ['#130f0d', 0.6694048930384557], ['#a68872', 0.07760521035296158]]",#130f0d
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Comedy,,1300000,-1300000,2010,2.7,https://m.media-amazon.com/images/M/MV5BMjIwMjA4MTg0MV5BMl5BanBnXkFtZTgwMzU2MzAxMzE@._V1_.jpg,"[['#df8b34', 0.4636949152542373], ['#e4d5b2', 0.30271186440677966], ['#412a23', 0.23359322033898305]]",#df8b34
The Algerian,Action|Romance|Thriller,,1300000,-1300000,2014,5.4,https://m.media-amazon.com/images/M/MV5BOTRiODYwYzQtOGZkMS00OTBmLTliYjItODg0NjQ0OTYzNWIxXkEyXkFqcGdeQXVyMjExMjI5NzI@._V1_.jpg,"[['#815f45', 0.2603030612244898], ['#1a1c1b', 0.5812687074829932], ['#e2c297', 0.158428231292517]]",#1a1c1b
Taxi Driver,Crime|Drama,,1300000,-1300000,1976,8.3,https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,"[['#211e1d', 0.5600419447162742], ['#6c9483', 0.16513704827881073], ['#e5d81c', 0.2748210070049151]]",#211e1d
Sherrybaby,Drama,622806,2000000,-1377194,2006,6.6,https://m.media-amazon.com/images/M/MV5BMTU1Mzc0ODE4MF5BMl5BanBnXkFtZTcwNjU1MzYzMQ@@._V1_.jpg,"[['#f1efd8', 0.894237362305719], ['#602412', 0.03678504602384186], ['#e27971', 0.06897759167043911]]",#f1efd8
Stargate SG-1           ,Action|Adventure|Drama,,1400000,-1400000,,8.4,https://m.media-amazon.com/images/M/MV5BMTc3MjEwMTc5N15BMl5BanBnXkFtZTcwNzQ2NjQ4NA@@._V1_.jpg,"[['#0e0e0e', 0.5104373600731561], ['#413d3a', 0.3703012529992002], ['#c09f8d', 0.11926138692764367]]",#0e0e0e
One to Another,Drama,,1400000,-1400000,2006,5.5,https://m.media-amazon.com/images/M/MV5BOTU3NDUxNjkyOF5BMl5BanBnXkFtZTcwNjQxNDgzMg@@._V1_.jpg,"[['#b27753', 0.29291315203455026], ['#f7f0e7', 0.41836021323975975], ['#33221a', 0.28872663472569]]",#f7f0e7
The Holy Girl,Drama,,1400000,-1400000,2004,6.7,https://m.media-amazon.com/images/M/MV5BOGU4MzYyYjYtMDViYi00NGMxLThhOGItZDJkNDNmMzdkY2E5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,"[['#08090a', 0.7376237157534247], ['#cec8c6', 0.10762628424657535], ['#6e4a43', 0.15475]]",#08090a
Incident at Loch Ness,Adventure|Comedy|Fantasy,,1400000,-1400000,2004,6.6,https://m.media-amazon.com/images/M/MV5BMjE2OTUwMTYzN15BMl5BanBnXkFtZTcwNzA4MDcyMQ@@._V1_.jpg,"[['#aa3c20', 0.319034495688039], ['#190906', 0.4201987251593551], ['#efd7ba', 0.26076677915260593]]",#190906
Queen of the Mountains,Action|Biography|Drama,,1400000,-1400000,2014,8.3,https://m.media-amazon.com/images/M/MV5BMjE0ODAxNDQ0MV5BMl5BanBnXkFtZTgwNzY1MDUyMjE@._V1_.jpg,"[['#726a6e', 0.22170058727171138], ['#2d2329', 0.6758880039680086], ['#d8d0d2', 0.10241140876028001]]",#2d2329
House at the End of the Drive,Horror|Thriller,,1400000,-1400000,2014,6.5,https://m.media-amazon.com/images/M/MV5BMTM5ODc3MDIzOF5BMl5BanBnXkFtZTcwNjEyMzUzMQ@@._V1_.jpg,"[['#cdd3d9', 0.08034132171387073], ['#05070d', 0.8128395061728395], ['#48515e', 0.10681917211328976]]",#05070d
Lake Mungo,Drama|Horror|Mystery,,1400000,-1400000,2008,6.2,https://m.media-amazon.com/images/M/MV5BYzIzNDQ5YTUtZmI5Yi00MTU0LThhMTQtMDFlNDJiOWVjNjczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#f4f9fa', 0.5769398496240602], ['#0c121b', 0.3056591478696742], ['#7d7586', 0.11740100250626566]]",#f4f9fa
Da Sweet Blood of Jesus,Comedy|Romance|Thriller,,1420000,-1420000,2014,4.1,https://m.media-amazon.com/images/M/MV5BMTg1NzY3MzkwNl5BMl5BanBnXkFtZTgwMDgxMTY0MzE@._V1_.jpg,"[['#090102', 0.8506746444675685], ['#e3181c', 0.12953520638224073], ['#dce0db', 0.019790149150190773]]",#090102
I Spit on Your Grave,Horror|Thriller,572809,2000000,-1427191,2010,6.3,https://m.media-amazon.com/images/M/MV5BMTkxMTE3NzEzMl5BMl5BanBnXkFtZTcwMzc4MTU2Mw@@._V1_.jpg,"[['#aaa2a0', 0.2421875], ['#faf9f9', 0.6013586372784009], ['#514442', 0.15645386272159914]]",#faf9f9
Shalako,Western,,1455000,-1455000,1968,5.5,https://m.media-amazon.com/images/M/MV5BZTI1ZmMwNGYtYzEwZi00NTQ3LWE1NTItNDdhNDA5Njg3MDM2XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,"[['#c69b51', 0.23180577334283678], ['#fbfaf6', 0.4701774768353528], ['#6a3224', 0.2980167498218104]]",#fbfaf6
White Noise 2: The Light,Drama|Fantasy|Horror,8521208,10000000,-1478792,2007,5.7,https://m.media-amazon.com/images/M/MV5BNDk2YzUyOTQtMDIwNy00ZWQxLTkwNzYtNTliMjZhNmE4MmYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#c0dceb', 0.17721137152777777], ['#030609', 0.6506264467592593], ['#356e9b', 0.17216218171296296]]",#030609
Miami Vice           ,Action|Crime|Drama,,1500000,-1500000,,7.5,https://m.media-amazon.com/images/M/MV5BMTlmMjJhNDctODg1NS00MzU1LTg3YzEtZGY2ZjYzOGE5OWZmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"[['#291d22', 0.5349732572788894], ['#b5aba9', 0.14088815204705482], ['#2a4f85', 0.3241385906740557]]",#291d22
The Tooth Fairy,Horror|Thriller,,1500000,-1500000,2006,4.6,https://m.media-amazon.com/images/M/MV5BODA1MDg4NzU3OF5BMl5BanBnXkFtZTcwMjc5MDUzMQ@@._V1_.jpg,"[['#20120c', 0.6955492957746479], ['#cfbb99', 0.14025915492957747], ['#7f5136', 0.16419154929577465]]",#20120c
Psycho Beach Party,Comedy|Horror|Mystery,,1500000,-1500000,2000,6.3,https://m.media-amazon.com/images/M/MV5BMTI4MjI1NDE0OF5BMl5BanBnXkFtZTcwODg4NDUxMQ@@._V1_.jpg,"[['#a0707c', 0.3080211166213406], ['#38252c', 0.22285714285714286], ['#e4e3ee', 0.46912174052151656]]",#e4e3ee
Boynton Beach Club,Comedy|Romance,,1500000,-1500000,2005,6.5,https://m.media-amazon.com/images/M/MV5BMTkwMDY5MTE5NF5BMl5BanBnXkFtZTcwOTc5NTUzMQ@@._V1_.jpg,"[['#1c9eca', 0.5370067476383266], ['#77524a', 0.1464102564102564], ['#94cdd0', 0.316582995951417]]",#1c9eca
This Is England,Crime|Drama,,1500000,-1500000,2006,7.7,https://m.media-amazon.com/images/M/MV5BMmE3OWZhZDYtOTBjMi00NDIwLTg1NWMtMjg0NjJmZWM4MjliL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"[['#afd1e6', 0.5601279470960322], ['#281f2e', 0.26184828445466746], ['#777b8d', 0.17802376844930037]]",#afd1e6
Thirteen,Drama,,1500000,-1500000,2003,6.8,https://m.media-amazon.com/images/M/MV5BMTYzNDYxNzY2MF5BMl5BanBnXkFtZTYwNzk2NTc3._V1_.jpg,"[['#322e2f', 0.46331218274111674], ['#dbc8b7', 0.19171742808798647], ['#a47051', 0.3449703891708968]]",#322e2f
Waltz with Bashir,Animation|Biography|Documentary,,1500000,-1500000,2008,8,https://m.media-amazon.com/images/M/MV5BNjM2OTI3NzQyNl5BMl5BanBnXkFtZTcwNjkzNzQ5MQ@@._V1_.jpg,"[['#110e0b', 0.361292370209888], ['#edc956', 0.26497429416417345], ['#79551e', 0.3737333356259385]]",#79551e
The Square,Documentary|Drama|History,,1500000,-1500000,2013,8.1,https://m.media-amazon.com/images/M/MV5BMTUxMjkwNzM5M15BMl5BanBnXkFtZTgwOTIxNDQyNDE@._V1_.jpg,"[['#473932', 0.2878546573875803], ['#b09a87', 0.4950716006423983], ['#f0e7d8', 0.2170737419700214]]",#b09a87
The Greatest Movie Ever Sold,Comedy|Documentary,,1500000,-1500000,2011,6.6,https://m.media-amazon.com/images/M/MV5BMTM5NzQxOTQwNV5BMl5BanBnXkFtZTcwNDAwODM2NA@@._V1_.jpg,"[['#ebe4ad', 0.5121861039664275], ['#e9d416', 0.3537439082171382], ['#786040', 0.13406998781643428]]",#ebe4ad
The Bubble,Comedy|Drama|Romance,,1500000,-1500000,2006,7.2,https://m.media-amazon.com/images/M/MV5BNjJhYjg5YzUtYTY2ZC00OTljLTkxNDAtM2Y4ZGIzZDlkZjlkXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_.jpg,"[['#a88a6b', 0.2513103448275862], ['#f3eee9', 0.48115742128935535], ['#35281b', 0.26753223388305847]]",#f3eee9
Waitress,Comedy|Drama|Romance,,1500000,-1500000,2007,7,https://m.media-amazon.com/images/M/MV5BMTc4ODI2MjU2M15BMl5BanBnXkFtZTcwOTAzNzU0MQ@@._V1_.jpg,"[['#def4f1', 0.7240013326669998], ['#f3c553', 0.18334832583708147], ['#5c3132', 0.0926503414959187]]",#def4f1
Mr. Smith Goes to Washington,Comedy|Drama,,1500000,-1500000,1939,8.2,https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,"[['#eae4d1', 0.3019692463915283], ['#773028', 0.41738518773724037], ['#d0b878', 0.28064556587123135]]",#773028
The Squid and the Whale,Comedy|Drama,,1500000,-1500000,2005,7.4,https://m.media-amazon.com/images/M/MV5BMTg1NTE4NTc3NV5BMl5BanBnXkFtZTgwNDA1NDI1MDE@._V1_.jpg,"[['#3b323d', 0.21859880239520957], ['#f6f7f7', 0.5836167664670658], ['#ab9a94', 0.19778443113772456]]",#f6f7f7
The To Do List,Comedy|Romance,,1500000,-1500000,2013,5.8,https://m.media-amazon.com/images/M/MV5BODg4ODYxMTk2NV5BMl5BanBnXkFtZTcwNzYxMTI5OQ@@._V1_.jpg,"[['#eaf0ef', 0.4628029245596544], ['#4f4656', 0.2540026586905949], ['#91b0aa', 0.28319441674975077]]",#eaf0ef
Buffalo '66,Comedy|Crime|Drama,,1500000,-1500000,1998,7.5,https://m.media-amazon.com/images/M/MV5BMWJkZDFhOTEtMzc5NS00ZmZjLWJmZDItODAzNzgxZjM4NWFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#908384', 0.5810124041588054], ['#1e1a19', 0.3745995744851672], ['#efedee', 0.04438802135602746]]",#908384
Nine Queens,Crime|Drama|Thriller,,1500000,-1500000,2000,7.9,https://m.media-amazon.com/images/M/MV5BMTYxMDdlYjItMDVkYy00MjYzLThhMTYtYjIzZjZiODk1ZWRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,"[['#c4daeb', 0.2404931335830212], ['#0b1128', 0.41405534748231376], ['#3577a1', 0.345451518934665]]",#0b1128
The Ballad of Jack and Rose,Drama,,1500000,-1500000,2005,6.7,https://m.media-amazon.com/images/M/MV5BMGNlZjAxYzUtNzUyYS00ZTcwLTg3YjctNjc1MmJlZGY1ZjE0XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,"[['#cabab6', 0.34115608862235547], ['#403026', 0.41130767949358654], ['#966f65', 0.24753623188405796]]",#403026
Unsullied,Action|Horror|Thriller,,1500000,-1500000,2014,4.3,https://m.media-amazon.com/images/M/MV5BMjIyMTQyNTIxN15BMl5BanBnXkFtZTgwMjk5NzcyNjE@._V1_.jpg,"[['#7d8654', 0.15654537129160637], ['#10190e', 0.6864923457850941], ['#f1f2e4', 0.15696228292329956]]",#10190e
Killing Zoe,Crime|Thriller,,1500000,-1500000,1993,6.5,https://m.media-amazon.com/images/M/MV5BNzEzM2IxY2EtZjc0MS00ODYwLTgzMGEtMTNjY2EwYzViYmFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#1d1621', 0.7400416016640665], ['#ece7ec', 0.11495466068642746], ['#775b79', 0.14500373764950597]]",#1d1621
The Believer,Drama,,1500000,-1500000,2001,7.2,https://m.media-amazon.com/images/M/MV5BYTg5NjRlY2EtOGE5ZC00NzlmLTg1Y2ItMTMyMTBkYjIyZDVmXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_.jpg,"[['#0f0202', 0.2979409090909091], ['#e40b0b', 0.5944954545454545], ['#900f0f', 0.10756363636363636]]",#e40b0b
Session 9,Horror|Mystery,,1500000,-1500000,2001,6.5,https://m.media-amazon.com/images/M/MV5BMWYyYzc4MTItOTdkOS00ZTIwLWE2N2MtZjA4N2YxMTI2NjViXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#190908', 0.8470450391853283], ['#f2d3b1', 0.04813021739477422], ['#9a4227', 0.10482474341989753]]",#190908
I Want Someone to Eat Cheese With,Comedy|Romance,,1500000,-1500000,2006,6.2,https://m.media-amazon.com/images/M/MV5BMTY5MTM3Mzk0NF5BMl5BanBnXkFtZTcwMjIyNTI1MQ@@._V1_.jpg,"[['#27120f', 0.12012791572610985], ['#e27e31', 0.7306320541760722], ['#faeeea', 0.14924003009781792]]",#e27e31
Hatchet,Comedy|Horror|Thriller,,1500000,-1500000,2006,5.7,https://m.media-amazon.com/images/M/MV5BMTU1MTY2MzUxM15BMl5BanBnXkFtZTcwMjM4NjE1MQ@@._V1_.jpg,"[['#040304', 0.7363416477702192], ['#564f4e', 0.2045427059712774], ['#c1bcbe', 0.0591156462585034]]",#040304
My Name Is Bruce,Comedy|Fantasy|Horror,,1500000,-1500000,2007,6.3,https://m.media-amazon.com/images/M/MV5BMTQxMDg2Nzk2Nl5BMl5BanBnXkFtZTcwNDg4NjI5MQ@@._V1_.jpg,"[['#1a1b29', 0.5928296689784074], ['#c4a77a', 0.19269391569524372], ['#1a78a7', 0.21447641532634892]]",#1a1b29
Modern Times,Comedy|Drama|Family,,1500000,-1500000,1936,8.5,https://m.media-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,"[['#612725', 0.37161668589004226], ['#de9e65', 0.5243598615916955], ['#f9f0e9', 0.10402345251826221]]",#de9e65
